GENERATION_PROJECT,gen_dbid,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_can_provide_spinning_reserves,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_min_load_fraction,gen_capacity_limit_mw,gen_min_build_capacity,variable_gen_cost,gen_is_distributed
Guizhou-Nuclear-2023,new.9-5,Uranium,Guizhou,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Guizhou-PV-2023,new.9-6,Solar,Guizhou,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Guizhou-Wind-2023,new.9-7,Wind,Guizhou,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Hainan-Central_PV-2023,new.10-1,Solar,Hainan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Hainan-Coal-2023,new.10-2,Coal,Hainan,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Hainan-Gas-2023,new.10-3,Gas,Hainan,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Hainan-Nuclear-2023,new.10-5,Uranium,Hainan,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Hainan-PV-2023,new.10-6,Solar,Hainan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Hainan-Wind-2023,new.10-7,Wind,Hainan,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Hebei-Central_PV-2023,new.11-1,Solar,Hebei,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Hebei-Coal-2023,new.11-2,Coal,Hebei,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Hebei-Gas-2023,new.11-3,Gas,Hebei,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Hebei-Nuclear-2023,new.11-5,Uranium,Hebei,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Hebei-PV-2023,new.11-6,Solar,Hebei,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Hebei-Wind-2023,new.11-7,Wind,Hebei,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Heilongjiang-Central_PV-2023,new.12-1,Solar,Heilongjiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Heilongjiang-Coal-2023,new.12-2,Coal,Heilongjiang,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Heilongjiang-Gas-2023,new.12-3,Gas,Heilongjiang,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Heilongjiang-Nuclear-2023,new.12-5,Uranium,Heilongjiang,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Heilongjiang-PV-2023,new.12-6,Solar,Heilongjiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Heilongjiang-Wind-2023,new.12-7,Wind,Heilongjiang,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Henan-Central_PV-2023,new.13-1,Solar,Henan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Henan-Coal-2023,new.13-2,Coal,Henan,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Henan-Gas-2023,new.13-3,Gas,Henan,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Henan-Nuclear-2023,new.13-5,Uranium,Henan,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Henan-PV-2023,new.13-6,Solar,Henan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Henan-Wind-2023,new.13-7,Wind,Henan,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Hubei-Central_PV-2023,new.14-1,Solar,Hubei,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Hubei-Coal-2023,new.14-2,Coal,Hubei,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Hubei-Gas-2023,new.14-3,Gas,Hubei,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Hubei-Nuclear-2023,new.14-5,Uranium,Hubei,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Hubei-PV-2023,new.14-6,Solar,Hubei,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Hubei-Wind-2023,new.14-7,Wind,Hubei,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Hunan-Central_PV-2023,new.15-1,Solar,Hunan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Hunan-Coal-2023,new.15-2,Coal,Hunan,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Hunan-Gas-2023,new.15-3,Gas,Hunan,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Hunan-Nuclear-2023,new.15-5,Uranium,Hunan,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Hunan-PV-2023,new.15-6,Solar,Hunan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Hunan-Wind-2023,new.15-7,Wind,Hunan,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Jiangsu-Central_PV-2023,new.16-1,Solar,Jiangsu,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Jiangsu-Coal-2023,new.16-2,Coal,Jiangsu,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Jiangsu-Gas-2023,new.16-3,Gas,Jiangsu,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Jiangsu-Nuclear-2023,new.16-5,Uranium,Jiangsu,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Jiangsu-PV-2023,new.16-6,Solar,Jiangsu,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Jiangsu-Wind-2023,new.16-7,Wind,Jiangsu,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Jiangxi-Central_PV-2023,new.17-1,Solar,Jiangxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Jiangxi-Coal-2023,new.17-2,Coal,Jiangxi,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Jiangxi-Gas-2023,new.17-3,Gas,Jiangxi,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Jiangxi-Nuclear-2023,new.17-5,Uranium,Jiangxi,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Jiangxi-PV-2023,new.17-6,Solar,Jiangxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Jiangxi-Wind-2023,new.17-7,Wind,Jiangxi,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Jilin-Central_PV-2023,new.18-1,Solar,Jilin,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Jilin-Coal-2023,new.18-2,Coal,Jilin,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Jilin-Gas-2023,new.18-3,Gas,Jilin,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Jilin-Nuclear-2023,new.18-5,Uranium,Jilin,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Jilin-PV-2023,new.18-6,Solar,Jilin,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Jilin-Wind-2023,new.18-7,Wind,Jilin,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Liaoning-Central_PV-2023,new.19-1,Solar,Liaoning,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Liaoning-Coal-2023,new.19-2,Coal,Liaoning,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Liaoning-Gas-2023,new.19-3,Gas,Liaoning,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Liaoning-Nuclear-2023,new.19-5,Uranium,Liaoning,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Liaoning-PV-2023,new.19-6,Solar,Liaoning,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Liaoning-Wind-2023,new.19-7,Wind,Liaoning,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Ningxia-Central_PV-2023,new.20-1,Solar,Ningxia,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Ningxia-Coal-2023,new.20-2,Coal,Ningxia,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Ningxia-Gas-2023,new.20-3,Gas,Ningxia,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Ningxia-Nuclear-2023,new.20-5,Uranium,Ningxia,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Ningxia-PV-2023,new.20-6,Solar,Ningxia,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Ningxia-Wind-2023,new.20-7,Wind,Ningxia,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Qinghai-Central_PV-2023,new.21-1,Solar,Qinghai,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Qinghai-Coal-2023,new.21-2,Coal,Qinghai,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Qinghai-Gas-2023,new.21-3,Gas,Qinghai,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Qinghai-Nuclear-2023,new.21-5,Uranium,Qinghai,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Qinghai-PV-2023,new.21-6,Solar,Qinghai,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Qinghai-Wind-2023,new.21-7,Wind,Qinghai,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Shaanxi-Central_PV-2023,new.22-1,Solar,Shaanxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Shaanxi-Coal-2023,new.22-2,Coal,Shaanxi,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Shaanxi-Gas-2023,new.22-3,Gas,Shaanxi,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Shaanxi-Nuclear-2023,new.22-5,Uranium,Shaanxi,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Shaanxi-PV-2023,new.22-6,Solar,Shaanxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Shaanxi-Wind-2023,new.22-7,Wind,Shaanxi,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Shandong-Central_PV-2023,new.23-1,Solar,Shandong,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Shandong-Coal-2023,new.23-2,Coal,Shandong,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Shandong-Gas-2023,new.23-3,Gas,Shandong,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Shandong-Nuclear-2023,new.23-5,Uranium,Shandong,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Shandong-PV-2023,new.23-6,Solar,Shandong,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Shandong-Wind-2023,new.23-7,Wind,Shandong,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Shanghai-Central_PV-2023,new.24-1,Solar,Shanghai,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Shanghai-Coal-2023,new.24-2,Coal,Shanghai,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Shanghai-Gas-2023,new.24-3,Gas,Shanghai,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Shanghai-Nuclear-2023,new.24-5,Uranium,Shanghai,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Shanghai-PV-2023,new.24-6,Solar,Shanghai,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Shanghai-Wind-2023,new.24-7,Wind,Shanghai,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Shanxi-Central_PV-2023,new.25-1,Solar,Shanxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Shanxi-Coal-2023,new.25-2,Coal,Shanxi,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Shanxi-Gas-2023,new.25-3,Gas,Shanxi,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Shanxi-Nuclear-2023,new.25-5,Uranium,Shanxi,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Shanxi-PV-2023,new.25-6,Solar,Shanxi,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Shanxi-Wind-2023,new.25-7,Wind,Shanxi,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Sichuan-Central_PV-2023,new.26-1,Solar,Sichuan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Sichuan-Coal-2023,new.26-2,Coal,Sichuan,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Sichuan-Gas-2023,new.26-3,Gas,Sichuan,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Sichuan-Nuclear-2023,new.26-5,Uranium,Sichuan,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Sichuan-PV-2023,new.26-6,Solar,Sichuan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Sichuan-Wind-2023,new.26-7,Wind,Sichuan,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Tianjin-Central_PV-2023,new.27-1,Solar,Tianjin,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Tianjin-Coal-2023,new.27-2,Coal,Tianjin,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Tianjin-Gas-2023,new.27-3,Gas,Tianjin,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Tianjin-Nuclear-2023,new.27-5,Uranium,Tianjin,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Tianjin-PV-2023,new.27-6,Solar,Tianjin,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Tianjin-Wind-2023,new.27-7,Wind,Tianjin,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Tibet-Central_PV-2023,new.28-1,Solar,Tibet,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Tibet-Nuclear-2023,new.28-5,Uranium,Tibet,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Tibet-PV-2023,new.28-6,Solar,Tibet,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Tibet-Wind-2023,new.28-7,Wind,Tibet,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
West_Inner_Mongolia-Central_PV-2023,new.29-1,Solar,West_Inner_Mongolia,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
West_Inner_Mongolia-Coal-2023,new.29-2,Coal,West_Inner_Mongolia,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
West_Inner_Mongolia-Gas-2023,new.29-3,Gas,West_Inner_Mongolia,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
West_Inner_Mongolia-Nuclear-2023,new.29-5,Uranium,West_Inner_Mongolia,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
West_Inner_Mongolia-PV-2023,new.29-6,Solar,West_Inner_Mongolia,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
West_Inner_Mongolia-Wind-2023,new.29-7,Wind,West_Inner_Mongolia,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Xinjiang-Central_PV-2023,new.30-1,Solar,Xinjiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Xinjiang-Coal-2023,new.30-2,Coal,Xinjiang,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Xinjiang-Gas-2023,new.30-3,Gas,Xinjiang,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Xinjiang-Nuclear-2023,new.30-5,Uranium,Xinjiang,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Xinjiang-PV-2023,new.30-6,Solar,Xinjiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Xinjiang-Wind-2023,new.30-7,Wind,Xinjiang,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Yunnan-Central_PV-2023,new.31-1,Solar,Yunnan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Yunnan-Coal-2023,new.31-2,Coal,Yunnan,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Yunnan-Gas-2023,new.31-3,Gas,Yunnan,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Yunnan-Nuclear-2023,new.31-5,Uranium,Yunnan,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Yunnan-PV-2023,new.31-6,Solar,Yunnan,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Yunnan-Wind-2023,new.31-7,Wind,Yunnan,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
Zhejiang-Central_PV-2023,new.32-1,Solar,Zhejiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,False
Zhejiang-Coal-2023,new.32-2,Coal,Zhejiang,35,False,False,True,7.93,5.0,0,0.34,0.05,0.42,.,0,0.0,False
Zhejiang-Gas-2023,new.32-3,Gas,Zhejiang,20,False,False,True,9.76,2.0,0,0.65,0.02,0.2,.,0,0.0,False
Zhejiang-Nuclear-2023,new.32-5,Uranium,Zhejiang,40,False,True,False,10.4,0.5,0,0.11,0.03,0.5,.,0,0.0,False
Zhejiang-PV-2023,new.32-6,Solar,Zhejiang,20,True,False,False,.,0.0,0,0.0,0.02,0.0,.,0,0.0,True
Zhejiang-Wind-2023,new.32-7,Wind,Zhejiang,30,True,False,False,.,0.0,0,0.02,0.02,0.0,.,0,0.0,False
